Number,Brand,Product_Name,Prices,Category
40,Thermaltake,Thermaltake Level 20 RS Motherboard Sync ARGB ATX Mid Tower Gaming Computer C...,619.99,RAM
41,Rosewill,Rosewill SRM-01B-450 Micro ATX Mini Tower Desktop PC Computer Case with Pre-I...,"1,247.99",RAM
42,Antec,"Antec Performance Series P82 Flow ATX Mid-Tower Case, Tool-Free Tempered Glas...",528.99,RAM
43,Phanteks,"Phanteks Eclipse P300A High Airflow Full-Metal Mesh Design, Compact ATX Mid-T...",876.99,RAM
44,G.SKILL,G.SKILL TridentZ RGB Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C18D-32GTZR,"1,341.99",RAM
45,OLOy,OLOy 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model MD4U0836180BHKDA,"1,093.99",RAM
46,G.SKILL,G.SKILL Ripjaws V Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C16D-16GVKC,"2,645.99",RAM
47,G.SKILL,G.SKILL Ripjaws V Series 64GB (4 x 16GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C16Q-64GVKC,415.99,RAM
48,G.SKILL,G.SKILL Trident Z Neo (For AMD Ryzen) Series 16GB (2 x 8GB) 288-Pin RGB DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C16D-16GTZN,642.99,RAM
49,CORSAIR,CORSAIR Vengeance LPX 64GB (2 x 32GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model CMK64GX4M2E3200C16,711.99,RAM
50,Team,Team T-Force XTREEM 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3866 (PC4 30900) Desktop Memory Model TXKD416G3866HC18EDC01,642.99,RAM
51,G.SKILL,G.SKILL TridentZ RGB Series 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C16Q-32GTZRC,388.99,RAM
52,G.SKILL,G.SKILL TridentZ RGB Series 64GB (4 x 16GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C18Q-64GTZR,271.99,RAM
53,G.SKILL,G.SKILL TridentZ RGB Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C16D-32GTZR,"1,455.99",RAM
54,G.SKILL,G.SKILL Trident Z Royal Series 128GB (4 x 32GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16Q-128GTRS,283.99,RAM
55,CORSAIR,CORSAIR Vengeance RGB Pro 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model CMW16GX4M2Z3600C18,794.99,RAM
56,OLOy,OLOy WarHawk RGB 32GB (2 x 16GB) 288-Pin INTEL/AMD Ready DDR4 3600 (PC4 28800) Desktop Memory Model MD4U163618BCDA,256.99,RAM
57,G.SKILL,G.SKILL Trident Z Neo (For AMD Ryzen) Series 32GB (2 x 16GB) 288-Pin RGB DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C16D-32GTZNC,536.99,RAM
58,G.SKILL,G.SKILL Trident Z Neo (For AMD Ryzen) Series 32GB (2 x 16GB) 288-Pin RGB DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16D-32GTZN,163.99,RAM
59,OLOy,OLOy WarHawk RGB  DDR4 3600 (PC4 28800) 16GB (2 x 8GB) 288-Pin INTEL/AMD Ready Desktop Memory Model MD4U083618BCDA,706.99,RAM
60,Team,Team T-FORCE DARK Z 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model TDZRD416G3200HC16CDC01,484.99,RAM
61,G.SKILL,G.SKILL TridentZ RGB Series 64GB (4 x 16GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C16Q-64GTZRC,"1,228.99",RAM
62,G.SKILL,G.SKILL Ripjaws V Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C18D-16GVK,566.99,RAM
63,CORSAIR,CORSAIR Vengeance RGB Pro 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model CMW32GX4M4D3600C18,548.99,RAM
64,Team,Team T-FORCE VULCAN Z 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model TLZRD416G3000HC16CDC01,310.99,RAM
65,G.SKILL,G.SKILL Aegis 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Memory Kit Model F4-3200C16Q-32GIS,378.99,RAM
66,Patriot,Patriot Viper 4 Blackout Series 8GB (2 x 4GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model PVB48G300C6K,"2,300.99",RAM
67,G.SKILL,G.SKILL Trident Z Royal Series 16GB (2 x 8GB) 288-Pin RGB DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C16D-16GTRG,680.99,RAM
68,OLOy,OLOy 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model MD4U163016CFDA,529.99,RAM
69,CORSAIR,CORSAIR Vengeance LPX 64GB (2 x 32GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model CMK64GX4M2C3000C15,309.99,RAM
70,Team,Team T-Force XTREEM 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 4133 (PC4 33000) Desktop Memory Model TXKD416G4133HC18FDC01,756.99,RAM
71,G.SKILL,G.SKILL Trident Z Royal Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 4000 (PC4 32000) Desktop Memory Model F4-4000C18D-16GTRG,264.99,RAM
72,OLOy,OLOy WarHawk RGB 16GB (2 x 8GB) 288-Pin INTEL/AMD Ready DDR4 3200 (PC4 25600) Desktop Memory Model MD4U083216BEDA,435.99,RAM
73,CORSAIR,CORSAIR Vengeance RGB Pro 16GB (2 x 8GB) 288-Pin DDR4 DRAM DDR4 3200 (PC4 25600) Desktop Memory Model CMW16GX4M2C3200C16W,453.99,RAM
74,G.SKILL,G.SKILL Trident Z Neo (For AMD Ryzen) Series 64GB (4 x 16GB) 288-Pin RGB DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C14Q-64GTZN,484.99,RAM
75,G.SKILL,G.SKILL Trident Z Neo (For AMD Ryzen) Series 32GB (2 x 16GB) 288-Pin RGB DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C18D-32GTZN,566.99,RAM
76,G.SKILL,G.SKILL Flare X Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16D-32GFX,264.99,RAM
77,GeIL,GeIL EVO X II 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model GEXSB416GB3000C16ADC,812.99,RAM
78,CORSAIR,CORSAIR Vengeance LPX 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model CMK16GX4M2Z3600C14,396.99,RAM
79,G.SKILL,G.SKILL Aegis 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Memory Kit Model F4-3200C16D-16GIS,"1,473.99",RAM
80,Thermaltake,Thermaltake Level 20 RS Motherboard Sync ARGB ATX Mid Tower Gaming Computer C...,321.99,RAM
81,Rosewill,Rosewill SRM-01B-450 Micro ATX Mini Tower Desktop PC Computer Case with Pre-I...,"1,296.99",RAM
82,Antec,"Antec Performance Series P82 Flow ATX Mid-Tower Case, Tool-Free Tempered Glas...",434.99,RAM
83,Phanteks,"Phanteks Eclipse P300A High Airflow Full-Metal Mesh Design, Compact ATX Mid-T...",264.99,RAM
84,G.SKILL,G.SKILL Flare X Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) AMD X370 / B350 Memory (Desktop Memory) Model F4-3200C14D-16GFX,"1,378.99",RAM
85,G.SKILL,G.SKILL Trident Z Neo (For AMD Ryzen) Series 16GB (2 x 8GB) 288-Pin RGB DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C16D-16GTZNC,408.99,RAM
86,OLOy,OLOy 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model MD4U163016CGDA,241.99,RAM
87,G.SKILL,G.SKILL Sniper X Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C19D-32GSXKB,310.99,RAM
88,Team,Team T-FORCE VULCAN Z 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model TLZRD416G3200HC16CDC01,162.99,RAM
89,G.SKILL,G.SKILL Trident Z Neo (For AMD Ryzen) Series 32GB (4 x 8GB) 288-Pin RGB DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16Q-32GTZN,479.99,RAM
90,G.SKILL,G.SKILL Trident Z Neo (For AMD Ryzen) Series 16GB (2 x 8GB) 288-Pin RGB DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16D-16GTZN,680.99,RAM
91,G.SKILL,G.SKILL Trident Z Neo (For AMD Ryzen) Series 64GB (4 x 16GB) 288-Pin RGB DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C16Q-64GTZNC,454.99,RAM
92,CORSAIR,CORSAIR Vengeance RGB Pro 16GB (2 x 8GB) 288-Pin DDR4 DRAM DDR4 2666 (PC4 21300) Desktop Memory Model CMW16GX4M2A2666C16,318.99,RAM
93,G.SKILL,G.SKILL Trident Z Neo (For AMD Ryzen) Series 64GB (4 x 16GB) 288-Pin RGB DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16Q-64GTZN,"1,052.99",RAM
94,Team,Team T-Force XTREEM 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3733 (PC4 29800) Desktop Memory Model TXKD416G3733HC18ADC01,566.99,RAM
95,Team,Team T-FORCE VULCAN TUF Gaming Alliance 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model TLTYD416G3200HC16CDC01,"1,130.99",RAM
96,G.SKILL,G.SKILL Trident Z Neo (For AMD Ryzen) Series 64GB (4 x 16GB) 288-Pin RGB DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C18Q-64GTZN,944.99,RAM
97,G.SKILL,G.SKILL Trident Z Neo (For AMD Ryzen) Series 16GB (2 x 8GB) 288-Pin RGB DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C18D-16GTZN,"1,110.99",RAM
98,G.SKILL,G.SKILL Aegis 16GB 288-Pin DDR4 SDRAM DDR4 2666 (PC4 21300) Desktop Memory Model F4-2666C19S-16GIS,264.99,RAM
99,OLOy,OLOy WarHawk RGB 16GB (2 x 8GB) 288-Pin INTEL/AMD Ready DDR4 3200 (PC4 25600) Desktop Memory Model MD4U083216BCDA,378.99,RAM
100,G.SKILL,G.SKILL Ripjaws X Series 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model F3-12800CL9D-8GBXL,132.99,RAM
101,G.SKILL,G.SKILL Aegis 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 2666 (PC4 21300) Desktop Memory Model F4-2666C19D-32GIS,472.99,RAM
102,CORSAIR,CORSAIR Vengeance LPX 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model CMK32GX4M4D3600C18,661.99,RAM
103,Patriot,Patriot Viper Steel 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 4000 (PC4 32000) Desktop Memory Model PVS416G400C9K,264.99,RAM
104,CORSAIR,CORSAIR Vengeance LPX 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 2933 (PC4 23400) Desktop Memory Model CMK16GX4M2Z2933C16,295.99,RAM
105,G.SKILL,G.SKILL Trident Z Neo (For AMD Ryzen) Series 32GB (2 x 16GB) 288-Pin RGB DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C14D-32GTZN,"2,343.99",RAM
106,Team,Team T-Force XTREEM 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 4300 (PC4 34400) Desktop Memory Model TXKD416G4300HC18EDC01,"2,191.99",RAM
107,G.SKILL,G.SKILL Trident Z Royal Series 32GB (2 x 16GB) 288-Pin RGB DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C14D-32GTRG,132.99,RAM
108,CORSAIR,CORSAIR Dominator Platinum RGB 32GB (4 x 8GB) DDR4 3200 (PC4 25600) Desktop Memory Model CMT32GX4M4C3200C16,653.99,RAM
109,G.SKILL,G.SKILL Trident Z Neo (For AMD Ryzen) Series 32GB (2 x 16GB) 288-Pin RGB DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C16D-32GTZN,748.99,RAM
110,Patriot,Patriot Signature Line Premium 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Desktop Memory Model PSP416G2400KH1,567.99,RAM
111,G.SKILL,G.SKILL Trident Z RGB (For AMD) 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C18D-16GTZRX,"1,229.99",RAM
112,G.SKILL,G.SKILL Value Series 8GB 288-Pin DDR4 SDRAM DDR4 2666 (PC4 21300) Desktop Memory Model F4-2666C19S-8GNT,143.99,RAM
113,CORSAIR,CORSAIR Dominator Platinum RGB 16GB (2 x 8GB) DDR4 3200 (PC4 25600) Desktop Memory Model CMT16GX4M2C3200C16,528.99,RAM
114,CORSAIR,CORSAIR Vengeance RGB Pro 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model CMW32GX4M2C3200C16,264.99,RAM
115,OLOy,OLOy 16GB 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model MD4U163016CHSA,199.99,RAM
116,OLOy,OLOy WarHawk RGB 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model MD4U083016BCDA,347.99,RAM
117,CORSAIR,CORSAIR Vengeance LPX 128GB (4 x 32GB) 288-Pin DDR4 SDRAM DDR4 2666 (PC4 21300) Desktop Memory Model CMK128GX4M4A2666C16,178.99,RAM
118,CORSAIR,CORSAIR Vengeance LPX 128GB (4 x 32GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Desktop Memory Model CMK128GX4M4A2400C16,434.99,RAM
119,Team,Team T-FORCE VULCAN Z 8GB 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model TLZGD48G3000HC16C01,135.99,RAM
120,Thermaltake,Thermaltake Level 20 RS Motherboard Sync ARGB ATX Mid Tower Gaming Computer C...,454.99,RAM
121,Rosewill,Rosewill SRM-01B-450 Micro ATX Mini Tower Desktop PC Computer Case with Pre-I...,645.99,RAM
122,Antec,"Antec Performance Series P82 Flow ATX Mid-Tower Case, Tool-Free Tempered Glas...",680.99,RAM
123,Phanteks,"Phanteks Eclipse P300A High Airflow Full-Metal Mesh Design, Compact ATX Mid-T...",162.99,RAM
124,CORSAIR,CORSAIR Vengeance RGB Pro 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model CMW32GX4M2E3200C16,597.99,RAM
125,CORSAIR,CORSAIR Vengeance RGB Pro 32GB (4 x 8GB) 288-Pin DDR4 DRAM DDR4 3200 (PC4 25600) Desktop Memory Model CMW32GX4M4C3200C16,377.99,RAM
126,OLOy,OLOy WarHawk RGB 32GB (2 x 16GB) 288-Pin INTEL/AMD Ready DDR4 3200 (PC4 25600) Desktop Memory Model MD4U163216BEDA,238.99,RAM
127,CORSAIR,CORSAIR Vengeance LPX 64GB (2 x 32GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model CMK64GX4M2D3000C16,"1,056.99",RAM
128,Patriot,Patriot 8GB 288-Pin DDR4 SDRAM DDR4 2666 (PC4 21300) Desktop Memory Model PSP48G266681H1,717.99,RAM
129,Team,Team T-FORCE NIGHT HAWK Legend RGB 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model TF7D416G3200HC14ADC01,454.99,RAM
130,Team,Team T-FORCE VULCAN Z 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model TLZGD416G3200HC16CDC01,683.99,RAM
131,G.SKILL,G.SKILL Sniper Series 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 1866 (PC3 14900) Desktop Memory Model F3-14900CL9D-8GBSR,653.99,RAM
132,OLOy,OLOy WarHawk RGB  DDR4 3600 (PC4 28800) 16GB (2 x 8GB) 288-Pin INTEL/AMD Ready Desktop Memory Model MD4U083618BEDA,691.99,RAM
133,CORSAIR,CORSAIR Vengeance LPX 8GB 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model CMK8GX4M1D3000C16,895.99,RAM
134,G.SKILL,G.SKILL Trident Z Royal Series 16GB (2 x 8GB) 288-Pin RGB DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model F4-3000C16D-16GTRS,548.99,RAM
135,G.SKILL,G.SKILL Aegis 8GB 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16S-8GIS,151.99,RAM
136,Team,Team T-FORCE VULCAN Z 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model TLZGD432G3000HC16CDC01,143.99,RAM
137,Team,Team T-Force Night Hawk RGB 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model TF2D432G3200HC16CDC01,661.99,RAM
138,CORSAIR,CORSAIR Vengeance RGB Pro 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model CMW32GX4M2D3600C18,509.99,RAM
139,G.SKILL,G.SKILL Ripjaws Series 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model F3-12800CL9D-8GBRL,189.99,RAM
140,G.SKILL,G.SKILL Trident Z Royal Series 16GB (2 x 8GB) 288-Pin RGB DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C17D-16GTRS,623.99,RAM
141,G.SKILL,G.SKILL Trident Z RGB (For AMD) 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16D-16GTZRX,283.99,RAM
142,Patriot,Patriot Viper Steel 16GB 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model PVS416G320C6,717.99,RAM
143,CORSAIR,CORSAIR Vengeance LPX 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model CMK32GX4M2K3600C16,438.99,RAM
144,CORSAIR,CORSAIR Vengeance RGB Pro 32GB (4 x 8GB) 288-Pin DDR4 DRAM DDR4 3000 (PC4 24000) Desktop Memory Model CMW32GX4M4C3000C15,,RAM
145,G.SKILL,G.SKILL Trident Z Royal Series 16GB (2 x 8GB) 288-Pin RGB DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16D-16GTRG,,RAM
146,G.SKILL,G.SKILL Trident Z Royal Series 16GB (2 x 8GB) 288-Pin RGB DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C14D-16GTRS,,RAM
147,G.SKILL,G.SKILL Ripjaws V Series 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C16Q-32GVKC,,RAM
148,G.SKILL,G.SKILL Trident Z Royal Series 16GB (2 x 8GB) 288-Pin RGB DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C14D-16GTRG,,RAM
149,G.SKILL,G.SKILL Trident Z Royal Series 32GB (4 x 8GB) 288-Pin RGB DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model F4-3000C16Q-32GTRG,,RAM
150,G.SKILL,G.SKILL Ripjaws V Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model F4-3600C19D-32GVRB,,RAM
151,Patriot,Patriot Viper Elite 8GB (2 x 4GB) 288-Pin DDR4 SDRAM DDR4 2666 (PC4 21300) Desktop Memory Model PVE48G266C6KGY,,RAM
152,Patriot,Patriot 8GB 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Desktop Memory Model PSP48G240081H1,,RAM
153,CORSAIR,CORSAIR Vengeance RGB Pro 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model CMW32GX4M2C3200C16W,,RAM
154,Team,Team T-Force DARK Pro 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model TDPGD416G3200HC14ADC01,,RAM
155,CORSAIR,CORSAIR Vengeance 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CMZ8GX3M2A1600C9B,,RAM
156,G.SKILL,G.SKILL TridentZ RGB Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16D-32GTZR,,RAM
157,G.SKILL,G.SKILL Ripjaws V Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16D-16GVGB,,RAM
158,G.SKILL,G.SKILL Trident Z Royal Series 32GB (2 x 16GB) 288-Pin RGB DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16D-32GTRG,,RAM
159,Team,Team T-Force Night Hawk RGB 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model TF2D416G3600HC18EDC01,,RAM
0,EVGA,"EVGA SuperNOVA 850 GA, 80 Plus Gold 850W, Fully Modular, Eco Mode, 10 Year Wa...",491.99,PSU
1,EVGA,"EVGA 850 B5, 80 Plus BRONZE 850W, Fully Modular, EVGA ECO Mode, 5 Year Warran...",,PSU
2,EVGA,"EVGA SuperNOVA 750 G5, 80 Plus Gold 750W, Fully Modular, Eco Mode with FDB Fa...",567.99,PSU
3,EVGA,"EVGA SuperNOVA 550 GA, 80 Plus Gold 550W, Fully Modular, ECO Mode with Dbb Fa...",720.12,PSU
4,EVGA,"EVGA SuperNOVA 850 GA, 80 Plus Gold 850W, Fully Modular, Eco Mode, 10 Year Warranty, Includes PSU ON Self Tester, Compact 150mm Size, PSU Supply 220-GA-0850-X1",490.99,PSU
5,EVGA,"EVGA SuperNOVA 750 G5, 80 Plus Gold 750W, Fully Modular, Eco Mode with FDB Fan, 10 Year Warranty, Includes PSU ON Self Tester, Compact 150mm Size, PSU Supply 220-G5-0750-X1",416.99,PSU
6,EVGA,"EVGA SuperNOVA 850 G5, 80 Plus Gold 850W, Fully Modular, Eco Mode with FDB Fan, 10 Year Warranty, Includes PSU ON Self Tester, Compact 150mm Size, PSU Supply 220-G5-0850-X1",378.99,PSU
7,EVGA,"EVGA SuperNOVA 1000 G5, 80 Plus Gold 1000W, Fully Modular, Eco Mode with FDB Fan, 10 Year Warranty, Includes PSU ON Self Tester, Compact 150mm Size, PSU Supply 220-G5-1000-X1",528.99,PSU
8,EVGA,"EVGA 850 B5, 80 Plus BRONZE 850W, Fully Modular, EVGA ECO Mode, 5 Year Warranty, Compact 150mm Size, PSU Supply - 220-B5-0850-V1",567.99,PSU
9,EVGA,"EVGA SuperNOVA 650 G5, 80 Plus Gold 650W, Fully Modular, Eco Mode with FDB Fan, 10 Year Warranty, Includes PSU ON Self Tester, Compact 150mm Size, PSU Supply 220-G5-0650-X1",264.99,PSU
10,EVGA,"EVGA SuperNOVA 550 GA, 80 Plus Gold 550W, Fully Modular, ECO Mode with Dbb Fan, 10 Year Warranty, Compact 150mm Size, PSU Supply 220-GA-0550-X1",642.99,PSU
11,EVGA,"EVGA SuperNOVA 750 G3, 220-G3-0750-X1, 80+ GOLD, 750W Fully Modular, EVGA ECO Mode with New HDB Fan, Includes FREE PSU On Self Tester, Compact 150mm Size, PSU Supply",491.99,PSU
12,EVGA,EVGA SuperNOVA 850 G2 220-G2-0850-XR 80+ GOLD 850W Fully Modular EVGA ECO Mode Includes FREE PSU On Self Tester PSU Supply,453.99,PSU
13,EVGA,EVGA 500 GD 100-GD-0500-V1 500W ATX12V / EPS12V 80 PLUS GOLD Certified Non-Modular Active PFC PSU Supply,528.99,PSU
14,EVGA,"EVGA SuperNOVA 850 G3, 220-G3-0850-X1, 80+ GOLD, 850W Fully Modular, EVGA ECO Mode with New HDB Fan, Includes FREE PSU On Self Tester, Compact 150mm Size, PSU Supply",434.99,PSU
15,SEASONIC,"SEASONIC PRIME Ultra 650W 80+ Gold PSU Supply, Full Modular, 135mm FDB Fan w/Hybrid Fan Control, ATX12V & EPS12V, Compact 140 mm Size, PSU On Self Tester, 12 yr Warranty, SSR-650GD2",416.99,PSU
16,SEASONIC,"SEASONIC PRIME Ultra 550W 80+ Gold PSU Supply, Full Modular, 135mm FDB Fan w/Hybrid Fan Control, ATX12V & EPS12V, Compact 140 mm Size, PSU On Self Tester, 12 yr Warranty, SSR-550GD2",416.99,PSU
17,SEASONIC,"SEASONIC PRIME Ultra 550W 80+ Platinum PSU Supply, Full Modular, 135mm FDB Fan w/Hybrid Fan Control, ATX12V & EPS12V, Compact 140 mm Size, PSU On Self Tester, 12 yr Warranty, SSR-550PD2",562.99,PSU
18,CORSAIR,CORSAIR RM Series RM650 CP-9020194-NA 650W ATX12V SLI Ready 80 PLUS GOLD Certified Full Modular PSU Supply,434.99,PSU
19,EVGA,"EVGA SuperNOVA 650 GA, 80 Plus Gold 650W, Fully Modular, ECO Mode with Dbb Fan, 10 Year Warranty, Compact 150mm Size, PSU Supply 220-GA-0650-X1",347.99,PSU
20,SEASONIC,"SEASONIC FOCUS GM-750, 750W 80+ Gold, Semi-Modular, Fits All ATX Systems, Fan Control in Silent and Cooling Mode, 7 Year Warranty, Perfect PSU Supply for Gaming and Various Application, SSR-750FM",302.99,PSU
21,SEASONIC,"SEASONIC FOCUS GX-850, 850W 80+ Gold, Full-Modular, Fan Control in Fanless, Silent, and Cooling Mode, 10 Year Warranty, Perfect PSU Supply for Gaming and Various Application, SSR-850FX.",415.99,PSU
22,SEASONIC,"SEASONIC FOCUS GX-650, 650W 80+ Gold, Full-Modular, Fan Control in Fanless, Silent, and Cooling Mode, 10 Year Warranty, Perfect PSU Supply for Gaming and Various Application, SSR-650FX.",303.99,PSU
